No.     Time           Source                Destination           Protocol Length Info
    795 24.120979      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    796 24.120981      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    797 24.126765      172.16.20.51          120.24.48.119         TCP      66     35170 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270264 TSecr=3846243665
    798 24.128206      172.16.20.51          120.24.48.119         TCP      66     35170 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270264 TSecr=3846243665
    799 24.166613      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    800 24.192127      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    801 24.195182      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    802 24.221008      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    803 24.221015      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    804 24.226973      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    805 24.228375      172.16.20.51          120.24.48.119         TCP      66     35170 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270274 TSecr=3846243765
    806 24.565784      172.16.20.51          120.24.48.119         TCP      74     41496 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270308 TSecr=0 WS=64
    807 24.584719      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 41496 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846244135 TSecr=20270308 WS=128
    808 24.586297      172.16.20.51          120.24.48.119         TCP      66     41496 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270310 TSecr=3846244135
    809 24.593781      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    810 24.616059      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 41496 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846244165 TSecr=20270310
    811 24.617040      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    812 24.617044      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    813 24.618878      172.16.20.51          120.24.48.119         TCP      66     41496 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270313 TSecr=3846244167
    814 24.618883      172.16.20.51          120.24.48.119         TCP      66     41496 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270313 TSecr=3846244167
    815 24.651374      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    816 24.672017      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    817 24.675804      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    818 24.697068      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    819 24.697076      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    820 24.700872      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    821 24.704035      172.16.20.51          120.24.48.119         TCP      66     41496 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270321 TSecr=3846244246
    822 25.012439      172.16.20.51          120.24.48.119         TCP      74     37441 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270352 TSecr=0 WS=64
    823 25.031462      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 37441 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846244577 TSecr=20270352 WS=128
    824 25.033394      172.16.20.51          120.24.48.119         TCP      66     37441 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270354 TSecr=3846244577
    825 25.048367      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    826 25.069181      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 37441 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846244613 TSecr=20270356
    827 25.070292      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    828 25.070295      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    829 25.071975      172.16.20.51          120.24.48.119         TCP      66     37441 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270358 TSecr=3846244615
    830 25.071991      172.16.20.51          120.24.48.119         TCP      66     37441 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270358 TSecr=3846244615
    831 25.117747      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    832 25.138865      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    833 25.147748      172.16.20.51          120.24.48.119         TCP      66     37441 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20270366 TSecr=3846244684
    834 25.170907      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    835 25.192101      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    836 25.192104      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    837 25.201087      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    838 25.201095      172.16.20.51          120.24.48.119         TCP      66     37441 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270371 TSecr=3846244737
    839 25.221360      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 37441 [RST] Seq=2691 Win=0 Len=0
    840 25.221452      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 37441 [ACK] Seq=2691 Ack=501 Win=31104 Len=0 TSval=3846244766 TSecr=20270368
    841 25.222542      172.16.20.51          120.24.48.119         TCP      54     37441 → sgcp(440) [RST] Seq=501 Win=0 Len=0
    842 25.539239      172.16.20.51          120.24.48.119         TCP      74     33822 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270405 TSecr=0 WS=64
    843 25.554006      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 33822 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846245104 TSecr=20270405 WS=128
    844 25.556085      172.16.20.51          120.24.48.119         TCP      66     33822 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270407 TSecr=3846245104
    845 25.574787      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    846 25.590396      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 33822 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846245139 TSecr=20270408
    847 25.592744      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    848 25.592759      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    849 25.595473      172.16.20.51          120.24.48.119         TCP      66     33822 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270411 TSecr=3846245141
    850 25.595474      172.16.20.51          120.24.48.119         TCP      66     33822 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270411 TSecr=3846245141
    851 25.631892      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    852 25.649706      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    853 25.681860      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    854 25.699899      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    855 25.699901      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    856 25.709654      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    857 25.709666      172.16.20.51          120.24.48.119         TCP      66     33822 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270422 TSecr=3846245248
    858 25.733182      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 33822 [RST] Seq=2691 Win=0 Len=0
    859 26.042888      172.16.20.51          120.24.48.119         TCP      74     33885 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270455 TSecr=0 WS=64
    860 26.057561      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 33885 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846245608 TSecr=20270455 WS=128
    861 26.067279      172.16.20.51          120.24.48.119         TCP      66     33885 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270458 TSecr=3846245608
    862 26.070600      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    863 26.087976      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 33885 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846245637 TSecr=20270458
    864 26.089982      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    865 26.089986      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    866 26.092056      172.16.20.51          120.24.48.119         TCP      66     33885 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270460 TSecr=3846245639
    867 26.093759      172.16.20.51          120.24.48.119         TCP      66     33885 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270460 TSecr=3846245639
    868 26.136023      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    869 26.153944      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    870 26.155514      172.16.20.51          120.24.48.119         TCP      66     33885 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20270467 TSecr=3846245703
    871 26.169631      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    872 26.184900      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    873 26.184902      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    874 26.190914      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    875 26.194407      172.16.20.51          120.24.48.119         TCP      66     33885 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270470 TSecr=3846245734
    876 26.528829      172.16.20.51          120.24.48.119         TCP      74     33890 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270504 TSecr=0 WS=64
    877 26.546591      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 33890 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846246092 TSecr=20270504 WS=128
    878 26.548568      172.16.20.51          120.24.48.119         TCP      66     33890 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270506 TSecr=3846246092
    879 26.566941      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    880 26.585974      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 33890 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846246131 TSecr=20270508
    881 26.587960      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    882 26.587967      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    883 26.591783      172.16.20.51          120.24.48.119         TCP      66     33890 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270510 TSecr=3846246133
    884 26.591789      172.16.20.51          120.24.48.119         TCP      66     33890 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270510 TSecr=3846246133
    885 26.653312      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    886 26.673205      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    887 26.685656      172.16.20.51          120.24.48.119         TCP      66     33890 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20270520 TSecr=3846246217
    888 26.693892      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    889 26.713884      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    890 26.713891      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    891 26.725893      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    892 26.733573      172.16.20.51          120.24.48.119         TCP      66     33890 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270524 TSecr=3846246258
    893 27.065643      172.16.20.51          120.24.48.119         TCP      74     35079 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270557 TSecr=0 WS=64
    894 27.084900      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 35079 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846246630 TSecr=20270557 WS=128
    895 27.096177      172.16.20.51          120.24.48.119         TCP      66     35079 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270561 TSecr=3846246630
    896 27.115282      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    897 27.135832      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 35079 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846246680 TSecr=20270562
    898 27.137196      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    899 27.137201      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    900 27.144099      172.16.20.51          120.24.48.119         TCP      66     35079 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270565 TSecr=3846246682
    901 27.144116      172.16.20.51          120.24.48.119         TCP      66     35079 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270565 TSecr=3846246682
    902 27.162306      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    903 27.182801      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    904 27.201267      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    905 27.222057      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    906 27.222063      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    907 27.224541      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    908 27.225991      172.16.20.51          120.24.48.119         TCP      66     35079 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270574 TSecr=3846246766
