No.     Time           Source                Destination           Protocol Info
    563 6.882455       172.17.32.142         42.62.69.169          TCP      50108 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502924434 TSecr=3425049503
    564 6.891269       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    565 6.942640       42.62.69.169          172.17.32.142         TCP      https(443) → 50108 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425049567 TSecr=502924443
    566 6.942645       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    567 6.942646       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    568 6.942706       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    569 6.942708       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    570 6.942722       172.17.32.142         42.62.69.169          TCP      50108 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502924492 TSecr=3425049568
    571 6.942760       172.17.32.142         42.62.69.169          TCP      50108 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502924492 TSecr=3425049568
    572 6.942816       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50108 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502924492 TSecr=3425049568
    573 6.977820       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    574 7.029146       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    575 7.029253       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    576 7.083511       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    577 7.083519       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    578 7.083629       172.17.32.142         42.62.69.169          TCP      50108 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502924631 TSecr=3425049710
    579 7.083630       172.17.32.142         42.62.69.169          TCP      50108 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502924631 TSecr=3425049710
    580 7.086563       172.17.32.142         42.62.69.169          TCP      50108 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502924633 TSecr=3425049710
    581 7.090002       172.17.32.142         42.62.69.169          TCP      50109 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502924636 TSecr=0 SACK_PERM=1
    582 7.137137       42.62.69.169          172.17.32.142         TCP      https(443) → 50108 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425049763 TSecr=502924633
    583 7.137144       42.62.69.169          172.17.32.142         TCP      https(443) → 50109 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425049766 TSecr=502924636 WS=512
    584 7.137257       172.17.32.142         42.62.69.169          TCP      50109 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502924682 TSecr=3425049766
    585 7.140047       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    586 7.188729       42.62.69.169          172.17.32.142         TCP      https(443) → 50109 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425049816 TSecr=502924684
    587 7.189251       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    588 7.189255       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    589 7.189257       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    590 7.189259       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    591 7.189363       172.17.32.142         42.62.69.169          TCP      50109 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502924731 TSecr=3425049818
    592 7.189364       172.17.32.142         42.62.69.169          TCP      50109 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502924731 TSecr=3425049818
    593 7.189614       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50109 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502924731 TSecr=3425049818
    594 7.215517       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    595 7.267371       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    596 7.267490       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    597 7.310573       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    598 7.310579       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    599 7.310667       172.17.32.142         42.62.69.169          TCP      50109 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502924849 TSecr=3425049944
    600 7.310668       172.17.32.142         42.62.69.169          TCP      50109 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502924849 TSecr=3425049944
    601 7.312385       172.17.32.142         42.62.69.169          TCP      50109 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502924850 TSecr=3425049944
    602 7.314427       172.17.32.142         42.62.69.169          TCP      50110 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502924851 TSecr=0 SACK_PERM=1
    603 7.355650       42.62.69.169          172.17.32.142         TCP      https(443) → 50109 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425049988 TSecr=502924850
    604 7.355654       42.62.69.169          172.17.32.142         TCP      https(443) → 50110 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425049991 TSecr=502924851 WS=512
    605 7.355730       172.17.32.142         42.62.69.169          TCP      50110 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502924891 TSecr=3425049991
    606 7.357698       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    607 7.400127       42.62.69.169          172.17.32.142         TCP      https(443) → 50110 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425050034 TSecr=502924892
    608 7.400131       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    609 7.400132       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    610 7.400203       172.17.32.142         42.62.69.169          TCP      50110 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502924934 TSecr=3425050035
    611 7.401041       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    612 7.401045       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    613 7.401101       172.17.32.142         42.62.69.169          TCP      50110 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502924934 TSecr=3425050035
    614 7.423015       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    615 7.465162       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    616 7.465231       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    617 7.508905       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    618 7.508915       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    619 7.508983       172.17.32.142         42.62.69.169          TCP      50110 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502925040 TSecr=3425050141
    620 7.508984       172.17.32.142         42.62.69.169          TCP      50110 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502925040 TSecr=3425050141
    621 7.510411       172.17.32.142         42.62.69.169          TCP      50110 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502925041 TSecr=3425050141
    622 7.512516       172.17.32.142         42.62.69.169          TCP      50111 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502925043 TSecr=0 SACK_PERM=1
    623 7.552599       42.62.69.169          172.17.32.142         TCP      https(443) → 50110 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425050187 TSecr=502925041
    624 7.555343       42.62.69.169          172.17.32.142         TCP      https(443) → 50111 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425050189 TSecr=502925043 WS=512
    625 7.555450       172.17.32.142         42.62.69.169          TCP      50111 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502925085 TSecr=3425050189
    626 7.558141       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    627 7.598855       42.62.69.169          172.17.32.142         TCP      https(443) → 50111 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425050234 TSecr=502925087
    628 7.602455       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    629 7.602459       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    630 7.602460       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    631 7.602461       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    632 7.602515       172.17.32.142         42.62.69.169          TCP      50111 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502925130 TSecr=3425050236
    633 7.602516       172.17.32.142         42.62.69.169          TCP      50111 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502925130 TSecr=3425050236
    634 7.602564       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50111 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502925130 TSecr=3425050236
    635 7.619196       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    636 7.662010       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    637 7.662122       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    638 7.703929       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    639 7.703935       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    640 7.703988       172.17.32.142         42.62.69.169          TCP      50111 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502925229 TSecr=3425050339
    641 7.703989       172.17.32.142         42.62.69.169          TCP      50111 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502925229 TSecr=3425050339
    642 7.705369       172.17.32.142         42.62.69.169          TCP      50111 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502925230 TSecr=3425050339
    643 7.707005       172.17.32.142         42.62.69.169          TCP      50112 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502925231 TSecr=0 SACK_PERM=1
    644 7.754400       42.62.69.169          172.17.32.142         TCP      https(443) → 50112 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425050383 TSecr=502925231 WS=512
    645 7.754409       42.62.69.169          172.17.32.142         TCP      https(443) → 50111 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425050382 TSecr=502925230
    646 7.754547       172.17.32.142         42.62.69.169          TCP      50112 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502925278 TSecr=3425050383
    647 7.758215       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    648 7.807333       42.62.69.169          172.17.32.142         TCP      https(443) → 50112 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425050434 TSecr=502925281
    649 7.808020       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    650 7.808028       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    651 7.808030       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    652 7.808031       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    653 7.808092       172.17.32.142         42.62.69.169          TCP      50112 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502925330 TSecr=3425050435
    654 7.808092       172.17.32.142         42.62.69.169          TCP      50112 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502925330 TSecr=3425050435
    655 7.808141       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50112 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502925330 TSecr=3425050435
    656 7.829023       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    657 7.877677       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    658 7.877752       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    659 7.925751       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    660 7.925757       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    661 7.925820       172.17.32.142         42.62.69.169          TCP      50112 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502925444 TSecr=3425050554
    662 7.925821       172.17.32.142         42.62.69.169          TCP      50112 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502925444 TSecr=3425050554
    663 7.927568       172.17.32.142         42.62.69.169          TCP      50112 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502925445 TSecr=3425050554
    664 7.930090       172.17.32.142         42.62.69.169          TCP      50113 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502925447 TSecr=0 SACK_PERM=1
    665 7.978472       42.62.69.169          172.17.32.142         TCP      https(443) → 50112 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425050604 TSecr=502925445
    666 7.978481       42.62.69.169          172.17.32.142         TCP      https(443) → 50113 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425050606 TSecr=502925447 WS=512
    667 7.978607       172.17.32.142         42.62.69.169          TCP      50113 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502925495 TSecr=3425050606
    668 7.980856       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    669 8.031249       42.62.69.169          172.17.32.142         TCP      https(443) → 50113 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425050657 TSecr=502925497
    670 8.031256       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    671 8.031776       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    672 8.031781       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
