No.     Time           Source                Destination           Protocol Length Info
   1526 31.864385      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44126 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846251140 TSecr=20271008
   1527 31.866085      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1528 31.866088      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   1529 31.873997      172.16.20.51          120.24.48.119         TCP      66     44126 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20271011 TSecr=3846251141
   1530 31.874634      172.16.20.51          120.24.48.119         TCP      66     44126 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20271011 TSecr=3846251141
   1531 31.923182      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1532 31.938700      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1533 31.938702      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   1534 31.941456      172.16.20.51          120.24.48.119         TCP      66     44126 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20271018 TSecr=3846251214
   1535 31.941457      172.16.20.51          120.24.48.119         TCP      66     44126 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20271018 TSecr=3846251214
   1536 31.947320      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   1537 32.002057      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44126 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846251278 TSecr=20271018
   1538 32.003401      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   1539 32.018921      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44126 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846251294 TSecr=20271024
   1540 32.018933      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   1541 32.018940      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   1542 32.027718      172.16.20.51          120.24.48.119         TCP      66     44126 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20271026 TSecr=3846251294
   1543 32.036673      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1544 32.042972      172.16.20.51          120.24.48.119         TCP      66     44126 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20271028 TSecr=3846251294
   1545 32.052901      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44126 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846251328 TSecr=20271027
   1546 32.054061      172.16.20.51          120.24.48.119         TCP      66     44126 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20271029 TSecr=3846251328
   1547 32.059095      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 44126 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846251334 TSecr=20271028
   1548 32.313597      172.16.20.51          120.24.48.119         TCP      74     43597 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20271055 TSecr=0 WS=64
   1549 32.331837      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 43597 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846251603 TSecr=20271055 WS=128
   1550 32.336152      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20271057 TSecr=3846251603
   1551 32.355198      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1552 32.375238      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43597 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846251645 TSecr=20271059
   1553 32.376739      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1554 32.376742      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   1555 32.385299      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20271062 TSecr=3846251647
   1556 32.385802      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20271062 TSecr=3846251647
   1557 32.422793      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1558 32.442848      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1559 32.442854      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   1560 32.446224      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20271068 TSecr=3846251713
   1561 32.446238      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20271068 TSecr=3846251713
   1562 32.458525      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   1563 32.518248      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43597 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846251789 TSecr=20271069
   1564 32.519519      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   1565 32.538792      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43597 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846251809 TSecr=20271076
   1566 32.538796      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   1567 32.538798      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   1568 32.541736      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20271078 TSecr=3846251810
   1569 32.545462      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1570 32.545485      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20271078 TSecr=3846251810
   1571 32.564797      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43597 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846251835 TSecr=20271078
   1572 32.565977      172.16.20.51          120.24.48.119         TCP      66     43597 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20271080 TSecr=3846251835
   1573 32.566059      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 43597 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846251836 TSecr=20271078
   1574 32.864648      172.16.20.51          120.24.48.119         TCP      74     34590 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20271110 TSecr=0 WS=64
   1575 32.884525      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 34590 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846252160 TSecr=20271110 WS=128
   1576 32.887220      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20271112 TSecr=3846252160
   1577 32.904172      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1578 32.923731      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34590 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846252199 TSecr=20271114
   1579 32.925772      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1580 32.925775      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   1581 32.927557      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20271116 TSecr=3846252201
   1582 32.927564      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20271116 TSecr=3846252201
   1583 32.969305      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1584 32.989700      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1585 32.989702      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   1586 32.998768      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [ACK] Seq=349 Ack=1779 Win=93440 Len=0 TSval=20271123 TSecr=3846252265
   1587 32.998773      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [ACK] Seq=349 Ack=1848 Win=93440 Len=0 TSval=20271123 TSecr=3846252265
   1588 33.026712      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   1589 33.087020      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34590 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846252362 TSecr=20271126
   1590 33.088150      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   1591 33.108711      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34590 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846252383 TSecr=20271132
   1592 33.108716      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   1593 33.108719      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   1594 33.124281      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20271135 TSecr=3846252384
   1595 33.139235      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1596 33.140824      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20271138 TSecr=3846252384
   1597 33.159974      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34590 [FIN, ACK] Seq=2653 Ack=631 Win=31104 Len=0 TSval=3846252435 TSecr=20271137
   1598 33.161713      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 34590 [ACK] Seq=2654 Ack=632 Win=31104 Len=0 TSval=3846252436 TSecr=20271138
   1599 33.162881      172.16.20.51          120.24.48.119         TCP      66     34590 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20271140 TSecr=3846252435
   1600 33.413005      172.16.20.51          120.24.48.119         TCP      74     47731 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20271165 TSecr=0 WS=64
   1601 33.431841      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 47731 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846252702 TSecr=20271165 WS=128
   1602 33.434921      172.16.20.51          120.24.48.119         TCP      66     47731 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20271167 TSecr=3846252702
   1603 33.446445      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1604 33.466081      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 47731 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846252736 TSecr=20271168
   1605 33.468747      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1606 33.468752      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   1607 33.470482      172.16.20.51          120.24.48.119         TCP      66     47731 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20271171 TSecr=3846252738
   1608 33.470489      172.16.20.51          120.24.48.119         TCP      66     47731 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20271171 TSecr=3846252738
   1609 33.509068      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1610 33.530082      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
   1611 33.530085      120.24.48.119         172.16.20.51          TLSv1.2  135    Application Data
   1612 33.536119      172.16.20.51          120.24.48.119         TLSv1.2  119    Application Data
   1613 33.595830      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 47731 [ACK] Seq=1848 Ack=402 Win=30080 Len=0 TSval=3846252866 TSecr=20271177
   1614 33.613907      172.16.20.51          120.24.48.119         TLSv1.2  264    Application Data, Application Data, Application Data, Application Data
   1615 33.634466      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 47731 [ACK] Seq=1848 Ack=600 Win=31104 Len=0 TSval=3846252903 TSecr=20271185
   1616 33.634471      120.24.48.119         172.16.20.51          TLSv1.2  221    Application Data
   1617 33.634474      120.24.48.119         172.16.20.51          TLSv1.2  716    Application Data
   1618 33.638170      172.16.20.51          120.24.48.119         TCP      66     47731 → cvc_hostd(442) [ACK] Seq=600 Ack=2653 Win=96320 Len=0 TSval=20271187 TSecr=3846252904
   1619 33.641792      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
   1620 33.641800      172.16.20.51          120.24.48.119         TCP      66     47731 → cvc_hostd(442) [FIN, ACK] Seq=631 Ack=2653 Win=96320 Len=0 TSval=20271188 TSecr=3846252904
   1621 33.661747      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 47731 [FIN, ACK] Seq=2653 Ack=632 Win=31104 Len=0 TSval=3846252931 TSecr=20271188
   1622 33.665204      172.16.20.51          120.24.48.119         TCP      66     47731 → cvc_hostd(442) [ACK] Seq=632 Ack=2654 Win=96320 Len=0 TSval=20271190 TSecr=3846252931
   1623 33.901843      172.16.20.51          120.24.48.119         TCP      74     41219 → cvc_hostd(442) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20271214 TSecr=0 WS=64
   1624 33.920833      120.24.48.119         172.16.20.51          TCP      74     cvc_hostd(442) → 41219 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846253192 TSecr=20271214 WS=128
   1625 33.929979      172.16.20.51          120.24.48.119         TCP      66     41219 → cvc_hostd(442) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20271217 TSecr=3846253192
   1626 33.941285      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
   1627 33.960791      120.24.48.119         172.16.20.51          TCP      66     cvc_hostd(442) → 41219 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846253232 TSecr=20271218
   1628 33.962656      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
   1629 33.962658      120.24.48.119         172.16.20.51          TLSv1.2  345    Server Key Exchange, Server Hello Done
   1630 33.964633      172.16.20.51          120.24.48.119         TCP      66     41219 → cvc_hostd(442) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20271220 TSecr=3846253233
   1631 33.964640      172.16.20.51          120.24.48.119         TCP      66     41219 → cvc_hostd(442) [ACK] Seq=223 Ack=1728 Win=93440 Len=0 TSval=20271220 TSecr=3846253233
   1632 34.005929      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
   1633 34.025606      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
